,Atributo,label da classe predita pelo modelo em INFERÊNCIA,índice da classe predita pelo modelo em modo de INFERÊNCIA,predição do modelo em TREINAMENTO para a classe predita pelo modelo em INFERÊNCIA,label da classe predita pelo modelo em TREINAMENTO,model
444,eye_color,blue,2,0.84388393,blue,mac_hybrid_200_2048_1e-05
445,monk_scale,scale 4,4,0.19628209,scale 2,mac_hybrid_200_2048_1e-05
446,fitz_type,type i,0,0.91060096,type i,mac_hybrid_200_2048_1e-05
447,male,0,0,0.9992417,0,mac_hybrid_200_2048_1e-05
448,age,adult,0,0.50017506,adult,mac_hybrid_200_2048_1e-05
449,hair_type,wavy,3,0.94325,wavy,mac_hybrid_200_2048_1e-05
450,hair_color,brunette,3,0.9996351,brunette,mac_hybrid_200_2048_1e-05
451,eye_color,blue,2,0.41141102,blue,mac_hybrid_200_2048_1e-05
452,monk_scale,scale 4,4,0.8004032,scale 4,mac_hybrid_200_2048_1e-05
453,fitz_type,type i,0,0.9424205,type i,mac_hybrid_200_2048_1e-05
454,male,0,0,0.99999857,0,mac_hybrid_200_2048_1e-05
455,age,adult,0,0.9826031,adult,mac_hybrid_200_2048_1e-05
