,Atributo,label da classe predita pelo modelo em INFERÊNCIA,índice da classe predita pelo modelo em modo de INFERÊNCIA,predição do modelo em TREINAMENTO para a classe predita pelo modelo em INFERÊNCIA,label da classe predita pelo modelo em TREINAMENTO,model
614,fitz_type,type iv,3,0.8651982,type iv,mac_hybrid_200_2048_1e-05
615,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
616,age,adult,0,0.99985015,adult,mac_hybrid_200_2048_1e-05
617,hair_type,curly,1,0.09465663,wavy,mac_hybrid_200_2048_1e-05
618,hair_color,black,0,0.9892938,black,mac_hybrid_200_2048_1e-05
619,eye_color,black,1,0.31100732,blue,mac_hybrid_200_2048_1e-05
620,monk_scale,scale 5,5,0.4474694,scale 6,mac_hybrid_200_2048_1e-05
621,fitz_type,type iv,3,0.114273064,type v,mac_hybrid_200_2048_1e-05
622,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
623,age,adult,0,0.99995387,adult,mac_hybrid_200_2048_1e-05
