,Atributo,label da classe predita pelo modelo em INFERÊNCIA,índice da classe predita pelo modelo em modo de INFERÊNCIA,predição do modelo em TREINAMENTO para a classe predita pelo modelo em INFERÊNCIA,label da classe predita pelo modelo em TREINAMENTO,model
624,hair_type,curly,1,0.30622232,coily,mac_hybrid_200_2048_1e-05
625,hair_color,black,0,0.9991573,black,mac_hybrid_200_2048_1e-05
626,eye_color,black,1,0.7813404,black,mac_hybrid_200_2048_1e-05
627,monk_scale,scale 5,5,0.017798781,scale 8,mac_hybrid_200_2048_1e-05
628,fitz_type,type iv,3,0.026381733,type v,mac_hybrid_200_2048_1e-05
629,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
630,age,adult,0,0.99968576,adult,mac_hybrid_200_2048_1e-05
631,hair_type,curly,1,0.12971844,wavy,mac_hybrid_200_2048_1e-05
632,hair_color,black,0,0.9889944,black,mac_hybrid_200_2048_1e-05
633,eye_color,black,1,0.71673155,black,mac_hybrid_200_2048_1e-05
634,monk_scale,scale 5,5,0.24255608,scale 7,mac_hybrid_200_2048_1e-05
635,fitz_type,type iv,3,0.17207135,type v,mac_hybrid_200_2048_1e-05
636,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
637,age,adult,0,0.99977285,adult,mac_hybrid_200_2048_1e-05
638,hair_type,curly,1,0.09709125,wavy,mac_hybrid_200_2048_1e-05
639,hair_color,black,0,0.9984127,black,mac_hybrid_200_2048_1e-05
640,eye_color,black,1,0.8971147,black,mac_hybrid_200_2048_1e-05
641,monk_scale,scale 5,5,0.15001826,scale 8,mac_hybrid_200_2048_1e-05
642,fitz_type,type iv,3,0.8805695,type iv,mac_hybrid_200_2048_1e-05
643,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
644,age,adult,0,0.9996673,adult,mac_hybrid_200_2048_1e-05
645,hair_type,curly,1,0.2241013,straight,mac_hybrid_200_2048_1e-05
646,hair_color,black,0,0.99970704,black,mac_hybrid_200_2048_1e-05
647,eye_color,black,1,0.60287166,black,mac_hybrid_200_2048_1e-05
648,monk_scale,scale 5,5,0.07212725,scale 8,mac_hybrid_200_2048_1e-05
649,fitz_type,type iv,3,0.8847353,type iv,mac_hybrid_200_2048_1e-05
650,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
651,age,adult,0,0.9998747,adult,mac_hybrid_200_2048_1e-05
652,hair_type,curly,1,0.025096802,straight,mac_hybrid_200_2048_1e-05
653,hair_color,black,0,0.99822956,black,mac_hybrid_200_2048_1e-05
654,eye_color,black,1,0.8382107,black,mac_hybrid_200_2048_1e-05
655,monk_scale,scale 5,5,0.17030911,scale 6,mac_hybrid_200_2048_1e-05
656,fitz_type,type iv,3,0.96042264,type iv,mac_hybrid_200_2048_1e-05
657,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
658,age,adult,0,0.99993086,adult,mac_hybrid_200_2048_1e-05
659,hair_type,curly,1,0.9408538,curly,mac_hybrid_200_2048_1e-05
660,hair_color,black,0,0.9996302,black,mac_hybrid_200_2048_1e-05
661,eye_color,black,1,0.34748325,blue,mac_hybrid_200_2048_1e-05
662,monk_scale,scale 5,5,0.16112652,scale 6,mac_hybrid_200_2048_1e-05
663,fitz_type,type iv,3,0.9878812,type iv,mac_hybrid_200_2048_1e-05
664,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
665,age,adult,0,0.99932826,adult,mac_hybrid_200_2048_1e-05
666,hair_type,curly,1,0.21846381,coily,mac_hybrid_200_2048_1e-05
667,hair_color,black,0,0.99877423,black,mac_hybrid_200_2048_1e-05
668,eye_color,black,1,0.91908324,black,mac_hybrid_200_2048_1e-05
669,monk_scale,scale 5,5,0.5380828,scale 5,mac_hybrid_200_2048_1e-05
670,fitz_type,type iv,3,0.6171172,type iv,mac_hybrid_200_2048_1e-05
671,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
672,age,adult,0,0.9905116,adult,mac_hybrid_200_2048_1e-05
673,hair_type,curly,1,0.35881865,straight,mac_hybrid_200_2048_1e-05
674,hair_color,black,0,0.9998585,black,mac_hybrid_200_2048_1e-05
675,eye_color,black,1,0.9694742,black,mac_hybrid_200_2048_1e-05
676,monk_scale,scale 5,5,0.8932795,scale 5,mac_hybrid_200_2048_1e-05
677,fitz_type,type iv,3,0.86605084,type iv,mac_hybrid_200_2048_1e-05
678,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
679,age,adult,0,0.99997115,adult,mac_hybrid_200_2048_1e-05
680,hair_type,curly,1,0.25525862,wavy,mac_hybrid_200_2048_1e-05
681,hair_color,black,0,0.98665386,black,mac_hybrid_200_2048_1e-05
682,eye_color,black,1,0.6468681,black,mac_hybrid_200_2048_1e-05
683,monk_scale,scale 5,5,0.37511006,scale 6,mac_hybrid_200_2048_1e-05
684,fitz_type,type iv,3,0.2536685,type v,mac_hybrid_200_2048_1e-05
685,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
686,age,adult,0,0.9997973,adult,mac_hybrid_200_2048_1e-05
687,hair_type,curly,1,0.5173382,curly,mac_hybrid_200_2048_1e-05
688,hair_color,black,0,0.99853504,black,mac_hybrid_200_2048_1e-05
689,eye_color,black,1,0.8890071,black,mac_hybrid_200_2048_1e-05
690,monk_scale,scale 5,5,0.26562765,scale 7,mac_hybrid_200_2048_1e-05
691,fitz_type,type iv,3,0.92569447,type iv,mac_hybrid_200_2048_1e-05
692,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
693,age,adult,0,0.9990472,adult,mac_hybrid_200_2048_1e-05
694,hair_type,curly,1,0.8648672,curly,mac_hybrid_200_2048_1e-05
695,hair_color,black,0,0.9996978,black,mac_hybrid_200_2048_1e-05
696,eye_color,black,1,0.895986,black,mac_hybrid_200_2048_1e-05
697,monk_scale,scale 5,5,0.27989295,scale 7,mac_hybrid_200_2048_1e-05
698,fitz_type,type iv,3,0.7749918,type iv,mac_hybrid_200_2048_1e-05
699,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
